Year,State,Net Job Creation Rate,Births,DHS Denominator,Deaths,Entered,Entered Rate,Establishment Exit,Exited,Exited Rate,Firm Exits.Count,Job Creation.Continuers,Job Creation.Count,Job Creation.Rate,Job Destruction,Job Destruction.Continuers,Job Destruction.Count,Job Destruction.Rate,Net Job Creation,Number of Firms,Physical Locations,Rate/Births,Rate/Deaths,Reallocation Rate
1986,Arkansas,4.5,50602,671833,37859,6172,13.6,3794,5405,11.9,3776,79937,130539,19.4,20445,62077,99936,14.9,30603,39347,45527,7.5,5.6,29.8
1986,California,3.8,830797,9425326,610238,92023,16.2,42884,68261,12,42785,1190829,2021626,21.4,298844,1051057,1661295,17.6,360331,481361,578182,8.8,6.5,35.2
1986,Colorado,2.2,115574,1173451,93887,13382,16.7,7663,11491,14.3,7643,136429,252003,21.5,51905,132455,226342,19.3,25661,68458,80975,9.8,8,38.6
1986,Connecticut,2.8,91312,1404785,64088,9977,13.5,4646,7109,9.6,4640,135669,226981,16.2,34398,124038,188126,13.4,38855,65664,75134,6.5,4.6,26.8
1986,Delaware,10.3,34404,257420,12329,2016,15.4,794,1288,9.9,793,29291,63695,24.7,4447,24791,37120,14.4,26575,11624,13418,13.4,4.8,28.8
1986,District of Columbia,2.5,27713,381871,17574,2148,12.9,983,1643,9.8,980,38187,65900,17.3,7295,38967,56541,14.8,9359,14629,16930,7.3,4.6,29.6
1986,Florida,5,378888,3787502,259818,47591,17.9,23310,34112,12.8,23278,486324,865212,22.8,147051,413772,673590,17.8,191622,225869,271892,10,6.9,35.6
1986,Geogia,5.2,170234,2152526,126102,19719,16.2,8764,13765,11.3,8758,262060,432294,20.1,56258,195489,321591,14.9,110703,100749,124204,7.9,5.9,29.8
1986,Hawaii,6.2,26290,331213,16007,3021,13.3,1500,2311,10.2,1500,40342,66632,20.1,7798,29907,45914,13.9,20718,18958,23003,7.9,4.8,27.8
1986,Idaho,2.2,17495,252742,13408,2856,13.6,1560,2418,11.5,1555,28038,45533,18,8338,26561,39969,15.8,5564,18051,21219,6.9,5.3,31.6
1986,Illinois,2.9,271223,4152086,211964,27683,12.5,14169,22205,10,14131,429619,700842,16.9,98903,368962,580926,14,119916,188829,223773,6.5,5.1,28
1986,Indiana,3.5,122581,1844133,85854,13502,12.9,6886,10408,10,6855,182789,305370,16.6,45431,155498,241352,13.1,64018,86853,105751,6.6,4.7,26.2
1986,Iowa,2,56260,857244,44855,6866,10.7,4626,6962,10.9,4626,82260,138520,16.2,24197,76669,121524,14.2,16996,53517,63999,6.6,5.2,28.4
1986,Kansas,2.1,59344,796104,48099,7318,12.7,4753,6866,12,4727,81132,140476,17.6,24706,75434,123533,15.5,16943,48881,57567,7.5,6,31
1986,Kentucky,4.1,71683,1057476,49447,8494,13.1,4731,6839,10.5,4717,109128,180811,17.1,27903,87790,137237,13,43574,55355,65776,6.8,4.7,26
1986,Louisiana,-1.8,96930,1233080,83610,11060,13.3,7542,10891,13.1,7528,124875,221805,18,45764,160330,243940,19.8,-22135,69072,83237,7.9,6.8,36
1986,Maine,4.7,25179,356264,19178,4015,15.6,1726,2640,10.3,1709,39923,65102,18.3,9632,29274,48452,13.6,16650,23017,26308,7.1,5.4,27.2
1986,Maryland,5.6,127820,1523191,83779,13117,15.5,5320,8401,9.9,5197,188892,316712,20.8,38822,148104,231883,15.2,84829,72479,87147,8.4,5.5,30.4
1986,Massachusetts,2.8,181683,2641146,142391,17767,13.7,8108,12637,9.8,8085,294163,475846,18,67383,259314,401705,15.2,74141,112759,131643,6.9,5.4,30.4
1986,Michigan,5.7,203717,3003004,140287,21763,13.2,11304,17202,10.4,11282,346884,550601,18.3,71744,236673,376960,12.6,173641,138451,167450,6.8,4.7,25.2
1986,Minnesota,2.3,103362,1602486,91613,11606,12.9,6221,9804,10.9,6194,180510,283872,17.7,47610,154493,246106,15.4,37766,76442,90673,6.5,5.7,30.8
1986,Mississippi,4.3,46289,672467,36656,6083,13.5,3287,4997,11.1,3274,83052,129341,19.2,19813,63404,100060,14.9,29281,38325,45637,6.9,5.5,29.8
1986,Missouri,4,131510,1800448,93536,14609,13.9,6104,10330,9.8,6064,197214,328724,18.3,42371,164171,257707,14.3,71017,89489,107047,7.3,5.2,28.6
1986,Montana,-1.1,15503,216491,14722,2969,13.7,1922,2817,13,1920,20232,35735,16.5,9412,23360,38082,17.6,-2347,19052,21621,7.2,6.8,33
1986,Nebraska,1.4,35585,514435,25002,4143,10.9,2585,3982,10.5,2578,45776,81361,15.8,13579,48912,73914,14.4,7447,32836,38099,6.9,4.9,28.8
1986,Nevada,4.9,34843,385468,28565,3665,17.6,1918,2889,13.9,1917,46701,81544,21.2,14199,34285,62850,16.3,18694,18216,21170,9,7.4,32.6
1986,New Hampshire,5.2,37930,422210,28202,4736,18.7,1792,2648,10.5,1790,49968,87898,20.8,12060,37453,65655,15.6,22243,23372,26275,9,6.7,31.2
1986,New Jersey,2.9,214193,2944309,160379,23678,14.1,11516,17618,10.5,11489,339494,553687,18.8,70144,309238,469617,15.9,84070,150356,171239,7.3,5.4,31.8
1986,New Mexico,1.8,35717,383272,23117,4741,16.1,2406,3714,12.6,2403,41346,77063,20.1,13860,46958,70075,18.3,6988,25598,29909,9.3,6,36.6
1986,New York,2.9,415196,6499881,342601,50293,13.2,28407,41451,10.9,28325,714853,1130049,17.4,162731,599361,941962,14.5,188087,340644,385808,6.4,5.3,29
1986,North Carolina,4.9,170998,2300094,108580,18767,14.7,8573,12976,10.2,8481,248008,419006,18.2,53039,196599,305179,13.3,113827,106573,129909,7.4,4.7,26.6
1986,North Dakota,-0.5,11605,189562,9665,1876,11.1,1169,1772,10.5,1166,16396,28001,14.8,5941,19385,29050,15.3,-1049,14663,16882,6.1,5.1,29.6
1986,Ohio,2.6,230213,3727732,192791,24868,12.2,12651,19914,9.8,12613,384445,614658,16.5,108633,326593,519384,13.9,95274,164812,205807,6.2,5.2,27.8
1986,Oklahoma,-1.9,73128,944842,68345,9345,13.6,6921,9841,14.3,6903,89397,162525,17.2,37329,112021,180366,19.1,-17841,57575,68284,7.7,7.2,34.4
1986,Oregon,2.9,66569,844527,53650,9833,15.4,5230,7798,12.2,5225,93285,159854,18.9,30161,81606,135256,16,24598,55462,64798,7.9,6.4,32
1986,Pennsylvania,3,276212,4076649,196904,29142,12.9,13456,21221,9.4,13423,413120,689332,16.9,99275,367870,564774,13.9,124558,189315,228738,6.8,4.8,27.8
1986,Rhode Island,5.4,24409,369651,17355,3067,14,1439,2141,9.8,1435,40356,64765,17.5,10578,27272,44627,12.1,20138,20131,22348,6.6,4.7,24.2
1986,South Carolina,2.6,75649,1044552,59137,9136,14.7,4253,6574,10.6,4250,113852,189501,18.1,26641,102460,161597,15.5,27904,52164,63180,7.2,5.7,31
1986,South Dakota,0.3,12482,193007,10640,1937,11.5,1116,1766,10.5,1115,17340,29822,15.5,6723,18745,29385,15.2,437,14950,16954,6.5,5.5,30.4
1986,Tennessee,4.4,115740,1603062,87650,13070,14.4,6703,10013,11.1,6690,183370,299110,18.7,47135,142084,229734,14.3,69376,75788,91817,7.2,5.5,28.6
1986,Texas,0,472714,5561133,400440,52914,15.3,31199,46156,13.4,31056,618866,1091580,19.6,211728,688319,1088759,19.6,2821,277741,348259,8.5,7.2,39.2
1986,Utah,2.7,43612,481290,31290,4564,15.3,2560,3935,13.2,2551,54473,98085,20.4,17844,53784,85074,17.7,13011,25259,30150,9.1,6.5,35.4
1986,Vermont,5.9,13940,194338,9353,2338,15.7,1120,1623,10.9,1120,21445,35385,18.2,5725,14524,23877,12.3,11508,13768,15239,7.2,4.8,24.6
1986,Virginia,7.2,158225,1916697,89441,17105,15.3,7077,11114,10,7062,229204,387429,20.2,42478,158845,248286,13,139143,93021,114574,8.3,4.7,26
1986,Washington,4.3,111590,1380402,89738,15705,15.8,7853,12161,12.2,7811,178770,290360,21,47218,140431,230169,16.7,60191,85622,100918,8.1,6.5,33.4
1986,West Virginia,0.9,37048,446056,33296,3996,12.5,2308,3654,11.4,2302,42092,79140,17.7,12429,41712,75008,16.8,4132,27209,32207,8.3,7.5,33.6
1986,Wisconsin,0.4,91476,1599541,109118,10425,10.8,6949,12873,13.3,6914,153046,244522,15.3,42178,129004,238122,14.9,6400,80616,95092,5.7,6.8,29.8
1986,Wyoming,-2.2,10978,133664,10454,1668,12.7,1240,1844,14,1239,13955,24933,18.7,6534,17477,27931,20.9,-2998,11366,13021,8.2,7.8,37.4
1987,Alabama,1.2,85721,1200238,72345,11313,15.6,5603,8636,11.9,5560,130889,216610,18,33710,129048,201393,16.8,15217,60258,73813,7.1,6,33.6
1987,Alaska,-7,12933,145006,16103,2014,16.9,1467,2281,19.2,1453,16079,29012,20,9133,23028,39131,27,-10119,9909,11684,8.9,11.1,40
1987,Arizona,1.7,115527,1123696,97931,13545,19.4,6243,9662,13.8,6185,129757,245284,21.8,45399,127604,225535,20.1,19749,58318,71502,10.3,8.7,40.2
1987,Arkansas,1,46580,699345,46595,6842,14.9,3977,5660,12.3,3946,73758,120338,17.2,26184,66988,113583,16.2,6755,39898,46468,6.7,6.7,32.4
1987,California,2.9,845682,9883744,787625,101130,17.1,47572,74324,12.6,47020,1294653,2140335,21.7,364454,1070030,1857655,18.8,282680,498637,601790,8.6,8,37.6
1987,Colorado,-3.7,110481,1179240,119082,13875,17,8086,12495,15.3,7987,119000,229481,19.5,57649,154588,273670,23.2,-44189,68775,81912,9.4,10.1,39
1987,Connecticut,4.1,92247,1459992,73950,11757,15.3,5306,7985,10.4,5283,161076,253323,17.4,36699,120289,194239,13.3,59084,68351,78649,6.3,5.1,26.6
1987,Delaware,-1.1,16706,272279,14583,2247,16.3,930,1478,10.7,928,35536,52242,19.2,5413,40657,55240,20.3,-2998,12152,14145,6.1,5.4,38.4
1987,District of Columbia,4.3,24162,399585,20405,2205,12.9,1075,1898,11.1,1065,45559,69721,17.4,8846,32095,52500,13.1,17221,14828,17220,6,5.1,26.2
1987,Florida,3.4,416100,3985126,320415,53022,19,25981,37431,13.4,25796,480635,896735,22.5,175329,441126,761541,19.1,135194,235617,286073,10.4,8,38.2
1987,Geogia,2.9,202803,2265027,152591,21394,16.8,9794,15351,12.1,9720,257257,460060,20.3,67453,240674,393265,17.4,66795,104235,129764,9,6.7,34.8
1987,Hawaii,4.8,30077,353282,24867,3522,15,1632,2593,11.1,1621,46264,76341,21.6,11021,34547,59414,16.8,16927,19499,23814,8.5,7,33.6
1987,Idaho,-0.6,20310,254619,20011,3168,14.8,1548,2637,12.3,1535,27258,47568,18.7,10497,29061,49072,19.3,-1504,18375,21600,8,7.9,37.4
1987,Illinois,-0.2,265263,4232605,274757,30933,13.7,15476,24886,11,15370,421816,687079,16.2,104806,418615,693372,16.4,-6293,192023,228983,6.3,6.5,32.4
1987,Indiana,3.9,127028,1923141,110968,14915,13.9,7375,11508,10.7,7325,226917,353945,18.4,50562,168453,279421,14.5,74524,88834,108810,6.6,5.8,29
1987,Iowa,1.4,58643,879780,51190,7803,12.1,4539,7176,11.2,4486,85579,144222,16.4,24971,80659,131849,15,12373,53491,64363,6.7,5.8,30
1987,Kansas,-3.2,59363,798343,83039,7698,13.3,4691,7132,12.3,4639,76428,135791,17,27901,78021,161060,20.2,-25269,48907,57884,7.4,10.4,34
1987,Kentucky,2.1,71549,1101927,67496,9376,14.1,4853,7611,11.4,4840,114455,186004,16.9,30040,95644,163140,14.8,22864,56376,67318,6.5,6.1,29.6
1987,Louisiana,-5.6,90650,1193986,108828,10617,12.9,8193,12637,15.4,8110,114132,204782,17.2,52757,163589,272417,22.8,-67635,66411,80651,7.6,9.1,34.4
1987,Maine,6.4,31734,380019,22532,4820,17.7,1918,2921,10.7,1912,43915,75649,19.9,10720,28680,51212,13.5,24437,24466,28132,8.4,5.9,27
1987,Maryland,5.7,159196,1624802,94454,14470,16.2,6170,9703,10.8,6105,189855,349051,21.5,44401,161990,256444,15.8,92607,75607,91745,9.8,5.8,31.6
1987,Massachusetts,1.4,176577,2715234,161309,19834,14.8,9171,13913,10.3,9122,297398,473975,17.5,71481,274836,436145,16.1,37830,116844,137046,6.5,5.9,32.2
1987,Michigan,1.9,204900,3147301,171999,24903,14.6,11791,18161,10.6,11694,330709,535609,17,76827,304442,476441,15.1,59168,142587,173534,6.5,5.5,30.2
1987,Minnesota,1.8,110229,1652382,113151,12695,13.8,6335,10134,11,6287,178600,288829,17.5,62679,147091,260242,15.7,28587,77712,92833,6.7,6.8,31.4
1987,Mississippi,-0.5,47639,692385,42987,6560,14.3,3746,5563,12.1,3713,69687,117326,16.9,23234,77357,120344,17.4,-3018,38752,46339,6.9,6.2,33.8
1987,Missouri,2.3,137609,1870316,119876,16482,15.1,8145,12576,11.5,8070,206735,344344,18.4,54232,181053,300929,16.1,43415,91762,110633,7.4,6.4,32.2
1987,Montana,1,17277,217775,15777,3186,14.7,1893,2933,13.5,1877,23972,41249,18.9,8804,23245,39022,17.9,2227,19005,21722,7.9,7.2,35.8
1987,Nebraska,1.7,32348,527217,33124,4629,12.1,2552,3928,10.2,2524,54869,87217,16.5,14757,44978,78102,14.8,9115,33068,38628,6.1,6.3,29.6
1987,Nevada,8.7,41927,415841,26805,4226,19.4,1893,2976,13.7,1873,60590,102517,24.7,14675,39602,66407,16,36110,19135,22309,10.1,6.4,32
1987,New Hampshire,4,36549,444310,27611,5401,19.7,2037,3030,11,2032,52463,89012,20,14418,43322,70933,16,18079,25249,28557,8.2,6.2,32
1987,New Jersey,3.4,253114,3053041,198113,26411,15.1,12555,18969,10.9,12492,368032,621146,20.3,86591,319027,517140,16.9,104006,155668,178070,8.3,6.5,33.8
1987,New Mexico,1.2,36907,393305,29618,4754,15.7,2622,3987,13.2,2608,43929,80836,20.6,16473,46870,76488,19.4,4348,25937,30459,9.4,7.5,38.8
1987,New York,1.7,396993,6760940,382309,54495,14,31100,44355,11.4,30975,750947,1147940,17,201760,654669,1036978,15.3,110962,346612,394396,5.9,5.7,30.6
1987,North Carolina,1.5,161377,2388193,140901,20694,15.6,9304,14436,10.9,9271,257227,418604,17.5,61799,241608,382509,16,36095,109913,135644,6.8,5.9,32
1987,North Dakota,1.1,12851,190797,10838,2119,12.5,1204,1871,11,1195,17520,30371,15.9,6034,17380,28218,14.8,2153,14755,17058,6.7,5.7,29.6
1987,Ohio,1.9,253154,3834228,239028,28393,13.6,13196,21448,10.3,13069,411631,664785,17.3,94165,350739,589767,15.4,75018,168401,211958,6.6,6.2,30.8
1987,Oklahoma,-4.6,72602,925714,78028,9301,13.7,6799,10158,15,6722,81332,153934,16.6,40496,117918,195946,21.2,-42012,55905,66914,7.8,8.4,33.2
1987,Oregon,3.5,72283,876897,62050,10977,16.7,5650,8551,13,5621,103177,175460,20,34866,82222,144272,16.5,31188,56822,66905,8.2,7.1,33
1987,Pennsylvania,2.1,268721,4211900,243157,31900,13.7,14768,23240,10,14650,441770,710491,16.9,107955,381901,625058,14.8,85433,194697,236702,6.4,5.8,29.6
1987,Rhode Island,3.8,24483,388723,20445,3504,15.3,1650,2390,10.5,1637,43151,67634,17.4,10956,32441,52886,13.6,14748,20985,23374,6.3,5.3,27.2
1987,South Carolina,4.2,83460,1089692,64762,10323,16,4688,7369,11.4,4649,127843,211303,19.4,30471,101304,166066,15.2,45237,53782,65831,7.7,5.9,30.4
1987,South Dakota,2.1,13100,198232,11308,2220,13,1209,1938,11.3,1202,18938,32038,16.2,6409,16703,28011,14.1,4027,15111,17196,6.6,5.7,28.2
1987,Tennessee,2.5,118339,1672313,110977,14691,15.7,7129,10644,11.4,7096,191234,309573,18.5,49284,156359,267336,16,42237,78066,95419,7.1,6.6,32
1987,Texas,-4.2,466491,5478753,503652,53577,15.4,34860,53079,15.3,34454,547355,1013846,18.5,237080,741502,1245154,22.7,-231308,273401,346457,8.5,9.2,37
1987,Utah,1.2,38705,496982,37675,5009,16.4,2566,4136,13.5,2522,58526,97231,19.6,17771,53781,91456,18.4,5775,25704,30862,7.8,7.6,36.8
1987,Vermont,6.2,17618,207870,11434,2656,16.9,1134,1583,10.1,1121,22445,40063,19.3,6760,15807,27241,13.1,12822,14606,16245,8.5,5.5,26.2
1987,Virginia,4.6,173310,2036958,127025,19610,16.6,8285,12893,10.9,8210,238372,411682,20.2,53752,191232,318257,15.6,93425,96918,120928,8.5,6.2,31.2
1987,Washington,4.5,125179,1423705,98808,17335,16.9,8438,13066,12.7,8351,179982,305161,21.4,53066,141492,240300,16.9,64861,88044,104592,8.8,6.9,33.8
1987,West Virginia,0.8,32401,452255,28164,4621,14.2,2415,3678,11.3,2402,42953,75354,16.7,14349,43916,72080,15.9,3274,27543,32931,7.2,6.2,31.8
1987,Wisconsin,5.7,120228,1672542,60276,14396,14.5,1920,7186,7.3,1857,165742,285970,17.1,17586,130780,191056,11.4,94914,86963,103021,7.2,3.6,22.8
1987,Wyoming,-9,8937,127412,12294,1673,13,1196,1930,15,1188,10553,19490,15.3,6212,18637,30931,24.3,-11441,11030,12660,7,9.6,30.6
1988,Alabama,2.8,93070,1208299,73633,9836,13.3,5836,8891,12.1,5836,129015,222085,18.4,33259,115247,188880,15.6,33205,60133,74074,7.7,6.1,31.2
1988,Alaska,-2.5,12815,133238,15402,1814,15.7,1148,1861,16.1,1148,17375,30190,22.7,6412,18157,33559,25.2,-3369,9722,11502,9.6,11.6,45.4
1988,Arizona,4.5,116438,1141813,87104,11908,16.5,6765,10152,14.1,6765,148530,264968,23.2,44302,126977,214081,18.7,50887,58831,72792,10.2,7.6,37.4
1988,Arkansas,2.6,46066,676843,41046,5764,12.6,3915,5683,12.4,3915,74680,120746,17.8,19632,61819,102865,15.2,17881,38802,45640,6.8,6.1,30.4
1988,California,4.2,822891,10149718,686503,89631,14.8,49545,75767,12.5,49544,1405242,2228133,22,319211,1117673,1804176,17.8,423957,505005,612513,8.1,6.8,35.6
1988,Colorado,0.9,92574,1156028,92882,12191,14.9,8319,12132,14.9,8319,133862,226436,19.6,45630,123436,216318,18.7,10118,67973,81494,8,8,37.4
1988,Connecticut,1.6,106749,1482419,95901,11063,13.9,5704,8430,10.6,5704,155394,262143,17.7,38946,142399,238300,16.1,23843,70038,80886,7.2,6.5,32.2
1988,Delaware,5.7,20849,278434,15907,1965,13.8,982,1660,11.6,982,34482,55331,19.9,6084,23717,39624,14.2,15707,12312,14401,7.5,5.7,28.4
1988,District of Columbia,0.1,22092,412673,20728,2131,12.3,1124,1887,10.9,1124,48057,70149,17,10419,49203,69931,16.9,218,14784,17420,5.4,5,33.8
1988,Florida,4.5,388618,4128970,305940,48708,16.8,28181,39613,13.7,28179,530071,918689,22.2,165880,424069,730009,17.7,188680,240864,294111,9.4,7.4,35.4
1988,Geogia,4.8,203681,2334375,147951,19487,14.9,10464,15821,12.1,10461,286812,490493,21,65213,229807,377758,16.2,112735,105905,132685,8.7,6.3,32.4
1988,Hawaii,4.9,25953,372821,20664,3087,12.8,1688,2558,10.6,1688,45175,71128,19.1,8967,32299,52963,14.2,18165,19794,24301,7,5.5,28.4
1988,Idaho,4.3,21446,254539,16852,2746,12.8,1725,2564,12,1725,30491,51937,20.4,9259,24162,41014,16.1,10923,18123,21455,8.4,6.6,32.2
1988,Illinois,4.4,280592,4241579,218314,28147,12.3,15499,23732,10.3,15499,487064,767656,18.1,95916,362037,580351,13.7,187305,192616,231231,6.6,5.1,27.4
1988,Indiana,2.9,122440,1950551,114288,12975,11.9,7420,11344,10.4,7420,211912,334352,17.1,62030,162839,277127,14.2,57225,89111,109639,6.3,5.9,28.4
1988,Iowa,5.8,52194,893896,44142,6597,10.3,4301,6565,10.3,4300,106545,158739,17.8,20523,63071,107213,12,51526,52712,63826,5.8,4.9,24
1988,Kansas,2.9,58012,787135,46324,6994,12.1,4328,6377,11,4328,82026,140038,17.8,24363,71163,117487,14.9,22551,48576,58039,7.4,5.9,29.8
1988,Kentucky,4.4,77680,1070294,59990,8637,12.9,5323,7582,11.3,5323,120944,198624,18.6,30685,92132,152122,14.2,46502,56081,67582,7.3,5.6,28.4
1988,Louisiana,1.9,84223,1157912,81808,9615,12.1,7153,10602,13.3,7153,136862,221085,19.1,40798,117066,198874,17.2,22211,64474,79045,7.3,7.1,34.4
1988,Maine,6.7,26867,399702,19332,4249,14.9,2191,3185,11.2,2191,52902,79769,20,10580,33769,53101,13.3,26668,25145,28904,6.7,4.8,26.6
1988,Maryland,3.6,135241,1697971,97172,13530,14.5,6595,10254,11,6595,211042,346283,20.4,47169,187777,284949,16.8,61334,77607,94737,8,5.7,33.6
1988,Massachusetts,2.6,177471,2774318,152920,17905,12.9,9538,14404,10.4,9538,319298,496769,17.9,73354,270757,423677,15.3,73092,119327,140083,6.4,5.5,30.6
1988,Michigan,1.6,208433,3185315,171871,21535,12.3,12055,18880,10.8,12055,328796,537229,16.9,70380,317037,488908,15.3,48321,143989,175707,6.5,5.4,30.6
1988,Minnesota,3.8,105018,1678821,92615,11332,12.2,6375,10005,10.8,6375,203385,308403,18.4,43109,152028,244643,14.6,63760,77716,93508,6.3,5.5,29.2
1988,Mississippi,3.4,47411,670222,37431,5580,12.1,3897,5642,12.3,3896,71422,118833,17.7,19049,58733,96164,14.3,22669,38013,45843,7.1,5.6,28.6
1988,Missouri,0.7,124591,1854926,136131,14218,12.9,8419,12813,11.6,8419,200290,324881,17.5,46165,175153,311284,16.8,13597,91198,110815,6.7,7.3,33.6
1988,Montana,-1,14647,198085,16564,2677,12.6,1863,2868,13.5,1863,21620,36267,18.3,8789,21580,38144,19.3,-1877,18279,21065,7.4,8.4,36.6
1988,Nebraska,4.9,35151,522236,28936,4190,11,2535,3867,10.2,2535,60676,95827,18.3,12417,41112,70048,13.4,25779,32283,38082,6.7,5.5,26.8
1988,Nevada,6.2,41415,445287,35641,3865,17,2012,3002,13.2,2012,67933,109348,24.6,14137,46294,81935,18.4,27413,19608,23086,9.3,8,36.8
1988,New Hampshire,4.6,37679,439825,25338,4657,16.2,2503,3531,12.2,2503,52062,89741,20.4,13495,44178,69516,15.8,20225,25833,29339,8.6,5.8,31.6
1988,New Jersey,2.7,215975,3112640,166432,24536,13.6,13325,19500,10.8,13325,373149,589124,18.9,70783,337311,503743,16.2,85381,158581,182189,6.9,5.3,32.4
1988,New Mexico,1.5,29824,382932,28320,4192,13.8,2750,4075,13.4,2750,46266,76090,19.9,15907,42095,70415,18.4,5675,25540,30306,7.8,7.4,36.8
1988,New York,1.6,400716,6811429,368502,50752,12.8,31749,45035,11.4,31748,797883,1198599,17.6,171335,724497,1092999,16,105600,348575,398492,5.9,5.4,32
1988,North Carolina,5.1,177742,2443107,123738,18924,13.8,9816,15115,11,9816,275522,453264,18.6,50902,206190,329928,13.5,123336,111672,138754,7.3,5.1,27
1988,North Dakota,3.1,11435,180615,10415,1784,10.7,1141,1802,10.8,1141,19060,30495,16.9,5221,14552,24967,13.8,5528,14344,16650,6.3,5.8,27.6
1988,Ohio,3.6,258245,3939083,194273,25144,11.8,13475,22123,10.4,13474,430917,689162,17.5,76221,353534,547807,13.9,141355,170138,214686,6.6,4.9,27.8
1988,Oklahoma,2,65195,867352,63765,8135,12.4,6193,9274,14.1,6193,101533,166728,19.2,31929,85690,149455,17.2,17273,53602,64831,7.5,7.4,34.4
1988,Oregon,5.2,68200,887575,58644,9538,14.3,5723,8447,12.6,5723,117373,185573,20.9,29244,81133,139777,15.7,45796,56728,67301,7.7,6.6,31.4
1988,Pennsylvania,2.7,262643,4298059,232102,28607,12,15467,23971,10.1,15464,468062,730705,17,106051,380802,612904,14.3,117801,197264,240412,6.1,5.4,28.6
1988,Rhode Island,1.7,23170,397924,23556,3173,13.5,1766,2663,11.3,1766,45026,68196,17.1,9857,37837,61393,15.4,6803,21357,23771,5.8,5.9,30.8
1988,South Carolina,6.5,102549,1121053,61085,9438,14.2,5129,7770,11.7,5129,126500,229049,20.4,27206,94565,155650,13.9,73399,54527,67141,9.1,5.4,27.8
1988,South Dakota,3.7,12910,190724,10800,1976,11.6,1202,1862,10.9,1202,19808,32718,17.2,5517,14881,25681,13.5,7037,14953,17063,6.8,5.7,27
1988,Tennessee,4.7,152148,1702024,107517,13377,14,7400,11071,11.5,7400,193921,346069,20.3,43981,158589,266106,15.6,79963,78439,96811,8.9,6.3,31.2
1988,Texas,1.5,457121,5365881,425297,47230,13.7,33950,50099,14.6,33950,646101,1103222,20.6,198917,599496,1024793,19.1,78429,266880,341407,8.5,7.9,38.2
1988,Utah,2.8,42591,492490,36742,4516,14.6,2835,4247,13.8,2835,58048,100639,20.4,18732,49720,86462,17.6,14177,25513,30856,8.6,7.5,35.2
1988,Vermont,1.7,14333,204173,12776,2368,14.6,1281,1817,11.2,1281,21302,35635,17.5,6930,19514,32290,15.8,3345,14785,16484,7,6.3,31.6
1988,Virginia,5.1,169562,2105658,119238,17904,14.6,8730,13531,11,8730,249631,419193,19.9,47580,192681,311919,14.8,107274,99471,124670,8.1,5.7,29.6
1988,Washington,5.4,113996,1461310,97694,15493,14.7,8499,13088,12.5,8497,209298,323294,22.1,46219,146393,244087,16.7,79207,88773,105987,7.8,6.7,33.4
1988,West Virginia,2.1,30540,447788,25633,3924,12,2395,3615,11,2395,46795,77335,17.3,12605,42530,68163,15.2,9172,27511,32973,6.8,5.7,30.4
1988,Wisconsin,4.6,104054,1755600,75847,11564,11.2,6663,9948,9.6,6663,190523,294577,16.8,38149,137490,213337,12.2,81240,87621,104247,5.9,4.3,24.4
1988,Wyoming,-0.3,8670,119605,9280,1480,11.8,1060,1645,13.2,1060,13368,22038,18.4,4752,13048,22328,18.7,-290,10765,12384,7.2,7.8,36.8
1989,Alabama,4.7,91168,1259370,61080,10009,13.3,5685,8158,10.9,5660,141841,233009,18.5,34928,112241,173321,13.8,59688,61306,76014,7.2,4.9,27.6
1989,Alaska,4,16160,134618,17746,1495,13.7,887,2619,23.9,884,19749,35909,26.7,4217,12849,30595,22.7,5314,8518,10384,12,13.2,45.4
1989,Arizona,3.1,108617,1187751,89535,11479,15.7,6862,10299,14,6826,147788,256405,21.6,52184,130100,219635,18.5,36770,59371,73858,9.1,7.5,37
1989,Arkansas,4.5,53331,702968,39392,5746,12.5,3622,5050,11,3561,75051,128382,18.3,25409,57861,97253,13.8,31129,39202,46467,7.6,5.6,27.6
1989,California,3,823088,10516224,806222,87685,14.3,49255,90078,14.7,48921,1391488,2214576,21.1,371483,1094656,1900878,18.1,313698,497327,610180,7.8,7.7,36.2
1989,Colorado,3.1,94535,1182445,87671,11280,13.8,7398,11054,13.6,7366,141137,235672,19.9,48658,110635,198306,16.8,37366,67995,81688,8,7.4,33.6
1989,Connecticut,1.6,89312,1500115,79016,10080,12.4,6146,8952,11,6102,157690,247002,16.5,39044,144475,223491,14.9,23511,70819,82079,6,5.3,29.8
1989,Delaware,6,25642,295576,10963,2278,15.4,939,1468,9.9,935,32434,58076,19.6,6322,29233,40196,13.6,17880,12979,15238,8.7,3.7,27.2
1989,District of Columbia,2.2,21286,405978,21575,2055,11.7,1099,1844,10.5,1097,47129,68415,16.9,10076,37985,59560,14.7,8855,14740,17671,5.2,5.3,29.4
1989,Florida,4.6,381828,4340752,292733,46039,15.5,26943,38421,12.9,26774,555365,937193,21.6,173642,443595,736328,17,200865,246158,301917,8.8,6.7,34
1989,Geogia,2.6,204011,2432773,148101,18807,14,10446,15789,11.8,10394,287623,491634,20.2,77006,278996,427097,17.6,64537,107578,135772,8.4,6.1,35.2
1989,Hawaii,5.6,28842,393082,19410,2970,12.1,1614,2428,9.9,1614,43726,72568,18.5,10181,31121,50531,12.9,22037,20055,24868,7.3,4.9,25.8
1989,Idaho,8.1,23715,271892,15661,2836,13.1,1596,2469,11.4,1574,35329,59044,21.7,9385,21345,37006,13.6,22038,18394,21842,8.7,5.8,27.2
